,url
15981,6970827
15982,6970826
15983,6970825
15984,6970824
15985,6970823
15986,6970822
15987,6970821
15988,6970819
15989,6970818
15990,6970817
15991,6970816
15992,6970815
15993,6970814
15994,6970813
15995,6970812
15996,6970811
15997,6970810
15998,6970809
15999,6970808
16000,6970807
16001,6970806
16002,6970805
16003,6970804
16004,6970803
16005,6970802
16006,6970801
16007,6970800
16008,6970799
16009,6970798
16010,6970797
16011,6970796
16012,6970795
16013,6970794
16014,6970793
16015,6970792
16016,6970791
16017,6970790
16018,6970789
16019,6970788
16020,6970786
16021,6970785
16022,6970784
16023,6970783
16024,6970782
16025,6970781
16026,6970780
16027,6970779
16028,6970778
16029,6970777
16030,6970776
16031,6970775
16032,6970774
16033,6970773
16034,6970772
16035,6970771
16036,6970770
16037,6970769
16038,6970768
16039,6970767
16040,6970766
16041,6970765
16042,6970764
16043,6970763
16044,6970762
16045,6970761
16046,6970760
16047,6970759
16048,6970758
16049,6970757
16050,6970756
16051,6970755
16052,6970754
16053,6970753
16054,6970752
16055,6970751
16056,6970750
16057,6970749
16058,6970748
16059,6970747
16060,6970746
16061,6970745
16062,6970744
16063,6970743
16064,6970742
16065,6970741
16066,6970740
16067,6970739
16068,6970738
16069,6970737
16070,6970736
16071,6970735
16072,6970734
16073,6970733
16074,6970732
16075,6970731
16076,6970730
16077,6970729
16078,6970728
16079,6970726
16080,6970725
16081,6970724
16082,6970723
16083,6970722
16084,6970721
16085,6970720
16086,6970719
16087,6970718
16088,6970717
16089,6970716
16090,6970715
16091,6970714
16092,6970713
16093,6970712
16094,6970711
16095,6970710
16096,6970709
16097,6970708
16098,6970707
16099,6970706
16100,6970705
16101,6970704
16102,6970703
16103,6970702
16104,6970701
16105,6970700
16106,6970699
16107,6970698
16108,6970697
16109,6970696
16110,6970695
16111,6970694
16112,6970693
16113,6970692
16114,6970691
16115,6970690
16116,6970688
16117,6970687
16118,6970686
16119,6970685
16120,6970684
16121,6970683
16122,6970682
16123,6970681
16124,6970680
16125,6970679
16126,6970678
16127,6970677
16128,6970676
16129,6970675
16130,6970674
16131,6970673
16132,6970671
16133,6970670
16134,6970669
16135,6970668
16136,6970667
16137,6970666
16138,6970665
16139,6970664
16140,6970663
16141,6970662
16142,6970661
16143,6970660
16144,6970659
16145,6970658
16146,6970657
16147,6970656
16148,6970655
16149,6970654
16150,6970653
16151,6970652
16152,6970651
16153,6970650
16154,6970649
16155,6970648
16156,6970647
16157,6970646
16158,6970645
16159,6970644
16160,6970643
16161,6970642
16162,6970641
16163,6970640
16164,6970639
16165,6970638
16166,6970637
16167,6970636
16168,6970635
16169,6970634
16170,6970633
16171,6970632
16172,6970631
16173,6970630
16174,6970629
16175,6970628
16176,6970627
16177,6970626
16178,6970625
16179,6970624
16180,6970623
16181,6970622
16182,6970621
16183,6970620
16184,6970619
16185,6970618
16186,6970617
16187,6970616
16188,6970615
16189,6970614
16190,6970613
16191,6970612
16192,6970611
16193,6970610
16194,6970609
16195,6970608
16196,6970607
16197,6970606
16198,6970605
16199,6970604
16200,6970603
16201,6970602
16202,6970601
16203,6970600
16204,6970599
16205,6970598
16206,6970597
16207,6970596
16208,6970595
16209,6970594
16210,6970593
16211,6970592
16212,6970591
16213,6970590
16214,6970589
16215,6970588
16216,6970587
16217,6970586
16218,6970585
16219,6970584
16220,6970582
16221,6970581
16222,6970578
16223,6970577
16224,6970576
16225,6970575
16226,6970574
16227,6970573
16228,6970572
16229,6970571
16230,6970570
16231,6970569
16232,6970568
16233,6970567
16234,6970566
16235,6970565
16236,6970564
16237,6970563
16238,6970562
16239,6970561
16240,6970560
16241,6970559
16242,6970558
16243,6970557
16244,6970556
16245,6970554
16246,6970553
16247,6970552
16248,6970550
16249,6970549
16250,6970548
16251,6970546
16252,6970545
16253,6970544
16254,6970543
16255,6970542
16256,6970541
16257,6970540
16258,6970539
16259,6970538
16260,6970537
16261,6970536
16262,6970535
16263,6970534
16264,6970533
16265,6970532
16266,6970531
16267,6970530
16268,6970529
16269,6970528
16270,6970527
16271,6970526
16272,6970525
16273,6970524
16274,6970523
16275,6970522
16276,6970521
16277,6970520
16278,6970519
16279,6970518
16280,6970517
16281,6970515
16282,6970514
16283,6970513
16284,6970512
16285,6970511
16286,6970509
16287,6970508
16288,6970507
16289,6970506
16290,6970505
16291,6970504
16292,6970503
16293,6970502
16294,6970501
16295,6970500
16296,6970499
16297,6970498
16298,6970497
16299,6970496
16300,6970495
16301,6970494
16302,6970493
16303,6970492
16304,6970491
16305,6970490
16306,6970489
16307,6970488
16308,6970487
16309,6970486
16310,6970485
16311,6970484
16312,6970483
16313,6970482
16314,6970481
16315,6970480
16316,6970479
16317,6970478
16318,6970477
16319,6970476
16320,6970475
16321,6970474
16322,6970473
16323,6970472
16324,6970471
16325,6970470
16326,6970469
16327,6970468
16328,6970467
16329,6970466
16330,6970465
16331,6970464
16332,6970463
16333,6970462
16334,6970461
16335,6970460
16336,6970459
16337,6970458
16338,6970457
16339,6970456
16340,6970455
16341,6970454
16342,6970453
16343,6970452
16344,6970451
16345,6970450
16346,6970449
16347,6970448
16348,6970447
16349,6970446
16350,6970445
16351,6970444
16352,6970443
16353,6970442
16354,6970441
16355,6970440
16356,6970439
16357,6970438
16358,6970436
16359,6970434
16360,6970433
16361,6970432
16362,6970431
16363,6970430
16364,6970429
16365,6970428
16366,6970427
16367,6970426
16368,6970425
16369,6970424
16370,6970423
16371,6970422
16372,6970421
16373,6970420
16374,6970419
16375,6970418
16376,6970417
16377,6970416
16378,6970415
16379,6970414
16380,6970413
16381,6970412
16382,6970411
16383,6970410
16384,6970409
16385,6970408
16386,6970407
16387,6970406
16388,6970405
16389,6970404
16390,6970403
16391,6970402
16392,6970401
16393,6970400
16394,6970399
16395,6970398
16396,6970397
16397,6970396
16398,6970395
16399,6970394
16400,6970393
16401,6970392
16402,6970391
16403,6970390
16404,6970389
16405,6970388
16406,6970387
16407,6970386
16408,6970385
16409,6970384
16410,6970383
16411,6970382
16412,6970381
16413,6970380
16414,6970379
16415,6970378
16416,6970377
16417,6970376
16418,6970375
16419,6970374
16420,6970373
16421,6970372
16422,6970371
16423,6970370
16424,6970369
16425,6970368
16426,6970367
16427,6970366
16428,6970365
16429,6970364
16430,6970363
16431,6970362
16432,6970360
16433,6970359
16434,6970358
16435,6970357
16436,6970352
16437,6970350
16438,6970349
16439,6970348
16440,6970346
16441,6970345
16442,6970344
16443,6970343
16444,6970342
16445,6970341
16446,6970340
16447,6970339
16448,6970338
16449,6970337
16450,6970336
16451,6970335
16452,6970334
16453,6970333
16454,6970332
16455,6970331
16456,6970330
16457,6970329
16458,6970328
16459,6970327
16460,6970326
16461,6970325
16462,6970324
16463,6970323
16464,6970322
16465,6970321
16466,6970320
16467,6970319
16468,6970318
16469,6970317
16470,6970316
16471,6970315
16472,6970314
16473,6970313
16474,6970312
16475,6970311
16476,6970309
16477,6970308
16478,6970306
16479,6970305
16480,6970304
16481,6970303
16482,6970302
16483,6970300
16484,6970299
16485,6970298
16486,6970297
16487,6970296
16488,6970295
16489,6970293
16490,6970292
16491,6970291
16492,6970289
16493,6970288
16494,6970287
16495,6970286
16496,6970285
16497,6970284
16498,6970283
16499,6970281
16500,6970280
16501,6970279
16502,6970278
16503,6970277
16504,6970276
16505,6970275
16506,6970274
16507,6970273
16508,6970272
16509,6970270
16510,6970269
16511,6970268
16512,6970267
16513,6970266
16514,6970265
16515,6970264
16516,6970263
16517,6970262
16518,6970261
16519,6970260
16520,6970259
16521,6970258
16522,6970257
16523,6970256
16524,6970254
16525,6970253
16526,6970252
16527,6970251
16528,6970250
16529,6970249
16530,6970248
16531,6970247
16532,6970246
16533,6970245
16534,6970244
16535,6970243
16536,6970242
16537,6970241
16538,6970240
16539,6970239
16540,6970238
16541,6970237
16542,6970236
16543,6970235
16544,6970234
16545,6970233
16546,6970232
16547,6970231
16548,6970230
16549,6970229
16550,6970228
16551,6970227
16552,6970225
16553,6970224
16554,6970223
16555,6970222
16556,6970221
16557,6970220
16558,6970219
16559,6970218
16560,6970217
16561,6970216
16562,6970215
16563,6970214
16564,6970213
16565,6970212
16566,6970211
16567,6970210
16568,6970209
16569,6970208
16570,6970207
16571,6970206
16572,6970205
16573,6970204
16574,6970203
16575,6970202
16576,6970201
16577,6970200
16578,6970198
16579,6970196
16580,6970193
16581,6970192
16582,6970191
16583,6970190
16584,6970189
16585,6970188
16586,6970187
16587,6970186
16588,6970184
16589,6970181
16590,6970180
16591,6970179
16592,6970178
16593,6970177
16594,6970176
16595,6970175
16596,6970174
16597,6970173
16598,6970172
16599,6970171
16600,6970170
16601,6970169
16602,6970166
16603,6970165
16604,6970164
16605,6970163
16606,6970162
16607,6970161
16608,6970160
16609,6970159
16610,6970158
16611,6970157
16612,6970156
16613,6970155
16614,6970154
16615,6970153
16616,6970152
16617,6970151
16618,6970150
16619,6970149
16620,6970148
16621,6970147
16622,6970146
16623,6970145
16624,6970144
16625,6970143
16626,6970142
16627,6970141
16628,6970140
16629,6970139
16630,6970138
16631,6970137
16632,6970136
16633,6970135
16634,6970134
16635,6970133
16636,6970132
16637,6970131
16638,6970130
16639,6970129
16640,6970128
16641,6970127
16642,6970126
16643,6970125
16644,6970124
16645,6970123
16646,6970122
16647,6970120
16648,6970119
16649,6970118
16650,6970117
16651,6970116
16652,6970115
16653,6970114
16654,6970113
16655,6970112
16656,6970111
16657,6970110
16658,6970109
16659,6970108
16660,6970107
16661,6970106
16662,6970105
16663,6970104
16664,6970103
16665,6970102
16666,6970101
16667,6970100
16668,6970079
16669,6970078
16670,6970077
16671,6970076
16672,6970075
16673,6970074
16674,6970073
16675,6970072
16676,6970071
16677,6970070
16678,6970069
16679,6970068
16680,6970067
16681,6970066
16682,6970065
16683,6970064
16684,6970063
16685,6970062
16686,6970061
16687,6970060
16688,6970059
16689,6970058
16690,6970057
16691,6970056
16692,6970055
16693,6970054
16694,6970053
16695,6970052
16696,6970051
16697,6970050
16698,6970049
16699,6970048
16700,6970047
16701,6970046
16702,6970045
16703,6970044
16704,6970043
16705,6970042
16706,6970041
16707,6970040
16708,6970039
16709,6970038
16710,6970037
16711,6970036
16712,6970035
16713,6970034
16714,6970033
16715,6970032
16716,6970031
16717,6970030
16718,6970029
16719,6970028
16720,6970027
16721,6970026
16722,6970025
16723,6970024
16724,6970023
16725,6970022
16726,6970021
16727,6970020
16728,6970019
16729,6970018
16730,6970017
16731,6970016
16732,6970015
16733,6970014
16734,6970013
16735,6970012
16736,6970011
16737,6970010
16738,6970009
16739,6970007
16740,6970005
16741,6970004
16742,6970003
16743,6970002
16744,6970001
16745,6970000
16746,6969999
16747,6969998
16748,6969997
16749,6969996
16750,6969995
16751,6969994
16752,6969993
16753,6969992
16754,6969991
16755,6969990
16756,6969989
16757,6969987
16758,6969986
16759,6969985
16760,6969984
16761,6969983
16762,6969982
16763,6969981
16764,6969980
16765,6969979
16766,6969978
16767,6969977
16768,6969976
16769,6969975
16770,6969974
16771,6969973
16772,6969972
16773,6969971
16774,6969970
16775,6969969
16776,6969968
16777,6969967
16778,6969966
16779,6969965
16780,6969964
16781,6969963
16782,6969962
16783,6969961
16784,6969960
16785,6969959
16786,6969958
16787,6969957
16788,6969956
16789,6969955
16790,6969954
16791,6969953
16792,6969952
16793,6969951
16794,6969950
16795,6969949
16796,6969948
16797,6969947
16798,6969946
16799,6969945
16800,6969944
16801,6969943
16802,6969942
16803,6969940
16804,6969939
16805,6969938
16806,6969937
16807,6969936
16808,6969935
16809,6969934
16810,6969933
16811,6969932
16812,6969931
16813,6969930
16814,6969929
16815,6969928
16816,6969927
16817,6969926
16818,6969925
16819,6969924
16820,6969923
16821,6969922
16822,6969921
16823,6969920
16824,6969918
16825,6969917
16826,6969916
16827,6969915
16828,6969914
16829,6969913
16830,6969912
16831,6969911
16832,6969910
16833,6969909
16834,6969908
16835,6969907
16836,6969906
16837,6969905
16838,6969904
16839,6969903
16840,6969902
16841,6969901
16842,6969900
16843,6969899
16844,6969898
16845,6969897
16846,6969896
16847,6969895
16848,6969894
16849,6969893
16850,6969892
16851,6969891
16852,6969890
16853,6969889
16854,6969888
16855,6969887
16856,6969886
16857,6969885
16858,6969884
16859,6969883
16860,6969882
16861,6969881
16862,6969880
16863,6969878
16864,6969877
16865,6969876
16866,6969875
16867,6969874
16868,6969873
16869,6969872
16870,6969871
16871,6969870
16872,6969869
16873,6969868
16874,6969867
16875,6969866
16876,6969865
16877,6969864
16878,6969863
16879,6969862
16880,6969861
16881,6969860
16882,6969859
16883,6969858
16884,6969857
16885,6969856
16886,6969855
16887,6969854
16888,6969853
16889,6969852
16890,6969851
16891,6969850
16892,6969849
16893,6969848
16894,6969847
16895,6969846
16896,6969845
16897,6969844
16898,6969843
16899,6969842
16900,6969841
16901,6969840
16902,6969839
16903,6969838
16904,6969837
16905,6969836
16906,6969835
16907,6969834
16908,6969833
16909,6969832
16910,6969831
16911,6969830
16912,6969829
16913,6969828
16914,6969827
16915,6969826
16916,6969825
16917,6969824
16918,6969823
16919,6969822
16920,6969821
16921,6969820
16922,6969819
16923,6969818
16924,6969817
16925,6969816
16926,6969815
16927,6969814
16928,6969813
16929,6969812
16930,6969811
16931,6969810
16932,6969809
16933,6969808
16934,6969807
16935,6969806
16936,6969805
16937,6969804
16938,6969803
16939,6969802
16940,6969801
16941,6969800
16942,6969799
16943,6969798
16944,6969797
16945,6969796
16946,6969795
16947,6969794
16948,6969792
16949,6969791
16950,6969790
16951,6969789
16952,6969788
16953,6969787
16954,6969786
16955,6969785
16956,6969784
16957,6969783
16958,6969782
16959,6969781
16960,6969780
16961,6969779
16962,6969778
16963,6969777
16964,6969776
16965,6969775
16966,6969774
16967,6969773
16968,6969772
16969,6969771
16970,6969770
16971,6969769
16972,6969768
16973,6969767
16974,6969766
16975,6969765
16976,6969764
16977,6969763
16978,6969762
16979,6969761
16980,6969760
16981,6969758
16982,6969757
16983,6969756
16984,6969755
16985,6969754
16986,6969753
16987,6969752
16988,6969751
16989,6969750
16990,6969749
16991,6969748
16992,6969747
16993,6969746
16994,6969745
16995,6969744
16996,6969743
16997,6969742
16998,6969741
16999,6969740
17000,6969739
17001,6969738
17002,6969737
17003,6969736
17004,6969735
17005,6969734
17006,6969733
17007,6969732
17008,6969731
17009,6969730
17010,6969729
17011,6969728
17012,6969727
17013,6969726
17014,6969725
17015,6969724
17016,6969723
17017,6969722
17018,6969721
17019,6969720
17020,6969719
17021,6969718
17022,6969717
17023,6969716
17024,6969715
17025,6969714
17026,6969713
17027,6969712
17028,6969711
17029,6969710
17030,6969709
17031,6969708
17032,6969707
17033,6969706
17034,6969705
17035,6969704
17036,6969703
17037,6969702
17038,6969701
17039,6969700
17040,6969699
17041,6969698
17042,6969697
17043,6969696
17044,6969695
17045,6969694
17046,6969693
17047,6969692
17048,6969691
17049,6969690
17050,6969689
17051,6969688
17052,6969687
17053,6969686
17054,6969685
17055,6969684
17056,6969683
17057,6969682
17058,6969681
17059,6969680
17060,6969679
17061,6969678
17062,6969677
17063,6969676
17064,6969675
17065,6969674
17066,6969673
17067,6969672
17068,6969671
17069,6969670
17070,6969669
17071,6969668
17072,6969667
17073,6969666
17074,6969665
17075,6969664
17076,6969663
17077,6969662
17078,6969661
17079,6969660
17080,6969659
17081,6969658
17082,6969657
17083,6969656
17084,6969655
17085,6969654
17086,6969653
17087,6969652
17088,6969651
17089,6969650
17090,6969649
17091,6969648
17092,6969647
17093,6969646
17094,6969645
17095,6969644
17096,6969643
17097,6969642
17098,6969641
17099,6969640
17100,6969639
17101,6969638
17102,6969637
17103,6969636
17104,6969635
17105,6969634
17106,6969633
17107,6969632
17108,6969631
17109,6969630
17110,6969629
17111,6969628
17112,6969627
17113,6969626
17114,6969625
17115,6969624
17116,6969623
17117,6969622
17118,6969621
17119,6969620
17120,6969619
17121,6969618
17122,6969617
17123,6969616
17124,6969615
17125,6969614
17126,6969613
17127,6969612
17128,6969611
17129,6969610
17130,6969609
17131,6969608
17132,6969607
17133,6969606
17134,6969605
17135,6969604
17136,6969603
17137,6969602
17138,6969601
17139,6969600
17140,6969599
17141,6969598
17142,6969597
17143,6969596
17144,6969595
17145,6969594
17146,6969593
17147,6969592
17148,6969591
17149,6969590
17150,6969589
17151,6969588
17152,6969587
17153,6969586
17154,6969585
17155,6969584
17156,6969583
17157,6969582
17158,6969581
17159,6969580
17160,6969579
17161,6969578
17162,6969577
17163,6969576
17164,6969575
17165,6969574
17166,6969573
17167,6969572
17168,6969571
17169,6969570
17170,6969569
17171,6969568
17172,6969567
17173,6969566
17174,6969565
17175,6969564
17176,6969563
17177,6969561
17178,6969560
17179,6969559
17180,6969558
17181,6969557
17182,6969556
17183,6969555
17184,6969554
17185,6969553
17186,6969552
17187,6969551
17188,6969550
17189,6969549
17190,6969548
17191,6969547
17192,6969546
17193,6969545
17194,6969544
17195,6969543
17196,6969542
17197,6969541
17198,6969540
17199,6969539
17200,6969538
17201,6969537
17202,6969536
17203,6969535
17204,6969534
17205,6969533
17206,6969532
17207,6969531
17208,6969530
17209,6969529
17210,6969528
17211,6969527
17212,6969526
17213,6969525
17214,6969524
17215,6969523
17216,6969522
17217,6969521
17218,6969520
17219,6969519
17220,6969518
17221,6969517
17222,6969516
17223,6969515
17224,6969514
17225,6969513
17226,6969512
17227,6969511
17228,6969510
17229,6969509
17230,6969508
17231,6969507
17232,6969506
17233,6969505
17234,6969504
17235,6969503
17236,6969502
17237,6969501
17238,6969500
17239,6969499
17240,6969498
17241,6969497
17242,6969496
17243,6969495
17244,6969494
17245,6969493
17246,6969492
17247,6969491
17248,6969490
17249,6969489
17250,6969488
17251,6969487
17252,6969486
17253,6969485
17254,6969484
17255,6969483
17256,6969482
17257,6969481
17258,6969480
17259,6969479
17260,6969478
17261,6969477
17262,6969476
17263,6969475
17264,6969474
17265,6969473
17266,6969472
17267,6969471
17268,6969470
17269,6969469
17270,6969468
17271,6969467
17272,6969466
17273,6969465
17274,6969464
17275,6969463
17276,6969462
17277,6969461
17278,6969460
17279,6969459
17280,6969458
17281,6969457
17282,6969456
17283,6969455
17284,6969454
17285,6969453
17286,6969452
17287,6969451
17288,6969450
17289,6969449
17290,6969448
17291,6969447
17292,6969446
17293,6969445
17294,6969444
17295,6969443
17296,6969442
17297,6969441
17298,6969440
17299,6969439
17300,6969438
17301,6969437
17302,6969436
17303,6969435
17304,6969434
17305,6969433
17306,6969432
17307,6969431
17308,6969430
17309,6969429
17310,6969428
17311,6969427
17312,6969426
17313,6969425
17314,6969424
17315,6969423
17316,6969422
17317,6969421
17318,6969420
17319,6969419
17320,6969418
17321,6969417
17322,6969416
17323,6969415
17324,6969414
17325,6969413
17326,6969412
17327,6969411
17328,6969410
17329,6969409
17330,6969408
17331,6969407
17332,6969406
17333,6969405
17334,6969404
17335,6969403
17336,6969402
17337,6969401
17338,6969400
17339,6969399
17340,6969398
17341,6969397
17342,6969396
17343,6969395
17344,6969394
17345,6969393
17346,6969392
17347,6969391
17348,6969390
17349,6969389
17350,6969388
17351,6969387
17352,6969385
17353,6969384
17354,6969383
17355,6969382
17356,6969381
17357,6969380
17358,6969379
17359,6969378
17360,6969377
17361,6969376
17362,6969375
17363,6969374
17364,6969373
17365,6969372
17366,6969371
17367,6969370
17368,6969369
17369,6969368
17370,6969367
17371,6969366
17372,6969365
17373,6969364
17374,6969363
17375,6969362
17376,6969361
17377,6969360
17378,6969359
17379,6969358
17380,6969357
17381,6969356
17382,6969355
17383,6969354
17384,6969353
17385,6969352
17386,6969351
17387,6969350
17388,6969349
17389,6969348
17390,6969347
17391,6969346
17392,6969345
17393,6969344
17394,6969343
17395,6969342
17396,6969341
17397,6969340
17398,6969339
17399,6969338
17400,6969337
17401,6969336
17402,6969335
17403,6969334
17404,6969333
17405,6969332
17406,6969331
17407,6969330
17408,6969329
17409,6969328
17410,6969327
17411,6969326
17412,6969325
17413,6969324
17414,6969323
17415,6969322
17416,6969321
17417,6969320
17418,6969319
17419,6969318
17420,6969317
17421,6969316
17422,6969315
17423,6969314
17424,6969313
17425,6969312
17426,6969311
17427,6969310
17428,6969309
17429,6969308
17430,6969307
17431,6969306
17432,6969305
17433,6969304
17434,6969303
17435,6969302
17436,6969301
17437,6969300
17438,6969299
17439,6969298
17440,6969297
17441,6969296
17442,6969295
17443,6969294
17444,6969293
17445,6969292
17446,6969291
17447,6969290
17448,6969289
17449,6969288
17450,6969287
17451,6969286
17452,6969285
17453,6969284
17454,6969283
17455,6969282
17456,6969281
17457,6969280
17458,6969279
17459,6969278
17460,6969277
17461,6969276
17462,6969275
17463,6969274
17464,6969273
17465,6969272
17466,6969271
17467,6969270
17468,6969269
17469,6969268
17470,6969267
17471,6969266
17472,6969265
17473,6969264
17474,6969263
17475,6969262
17476,6969261
17477,6969260
17478,6969259
17479,6969258
17480,6969257
17481,6969256
17482,6969255
17483,6969254
17484,6969253
17485,6969252
17486,6969251
17487,6969250
17488,6969249
17489,6969248
17490,6969247
17491,6969246
17492,6969245
17493,6969244
17494,6969243
17495,6969242
17496,6969241
17497,6969240
17498,6969239
17499,6969238
17500,6969237
17501,6969236
17502,6969235
17503,6969234
17504,6969233
17505,6969232
17506,6969231
17507,6969230
17508,6969229
17509,6969228
17510,6969227
17511,6969226
17512,6969225
17513,6969224
17514,6969223
17515,6969222
17516,6969221
17517,6969220
17518,6969219
17519,6969218
17520,6969217
17521,6969216
17522,6969215
17523,6969214
17524,6969213
17525,6969212
17526,6969211
17527,6969210
17528,6969209
17529,6969208
17530,6969207
17531,6969206
17532,6969205
17533,6969204
17534,6969203
17535,6969202
17536,6969201
17537,6969200
17538,6969199
17539,6969198
17540,6969197
17541,6969196
17542,6969195
17543,6969194
17544,6969193
17545,6969192
17546,6969191
17547,6969190
17548,6969189
17549,6969188
17550,6969187
17551,6969186
17552,6969185
17553,6969184
17554,6969183
17555,6969182
17556,6969181
17557,6969180
17558,6969179
17559,6969178
17560,6969177
17561,6969176
17562,6969175
17563,6969174
17564,6969173
17565,6969172
17566,6969171
17567,6969170
17568,6969169
17569,6969168
17570,6969167
17571,6969166
17572,6969165
17573,6969164
17574,6969163
17575,6969162
17576,6969161
17577,6969160
17578,6969159
17579,6969158
17580,6969157
17581,6969156
17582,6969155
17583,6969154
17584,6969153
17585,6969152
17586,6969151
17587,6969150
17588,6969149
17589,6969148
17590,6969147
17591,6969146
17592,6969145
17593,6969144
17594,6969143
17595,6969142
17596,6969141
17597,6969140
17598,6969139
17599,6969138
17600,6969137
17601,6969136
17602,6969135
17603,6969134
17604,6969133
17605,6969132
17606,6969131
17607,6969130
17608,6969129
17609,6969128
17610,6969127
17611,6969126
17612,6969125
17613,6969124
17614,6969123
17615,6969122
17616,6969121
17617,6969120
17618,6969119
17619,6969118
17620,6969117
17621,6969116
17622,6969115
17623,6969114
17624,6969113
17625,6969112
17626,6969111
17627,6969110
17628,6969109
17629,6969108
17630,6969107
17631,6969106
17632,6969105
17633,6969104
17634,6969103
17635,6969102
17636,6969101
17637,6969100
17638,6969099
17639,6969098
17640,6969097
17641,6969096
17642,6969095
17643,6969094
17644,6969093
17645,6969092
17646,6969091
17647,6969090
17648,6969089
17649,6969088
17650,6969087
17651,6969086
17652,6969085
17653,6969084
17654,6969083
17655,6969082
17656,6969081
17657,6969080
17658,6969079
17659,6969078
17660,6969077
17661,6969076
17662,6969075
17663,6969074
17664,6969073
17665,6969072
17666,6969071
17667,6969070
17668,6969069
17669,6969068
17670,6969067
17671,6969066
17672,6969065
17673,6969064
17674,6969063
17675,6969062
17676,6969061
17677,6969060
17678,6969059
17679,6969058
17680,6969057
17681,6969056
17682,6969055
17683,6969054
17684,6969053
17685,6969052
17686,6969051
17687,6969050
17688,6969049
17689,6969048
17690,6969047
17691,6969046
17692,6969045
17693,6969044
17694,6969043
17695,6969042
17696,6969041
17697,6969040
17698,6969039
17699,6969038
17700,6969037
17701,6969036
17702,6969035
17703,6969034
17704,6969033
17705,6969032
17706,6969031
17707,6969030
17708,6969029
17709,6969028
17710,6969027
17711,6969026
17712,6969025
17713,6969024
17714,6969023
17715,6969022
17716,6969021
17717,6969020
17718,6969019
17719,6969018
17720,6969017
17721,6969016
17722,6969015
17723,6969014
17724,6969013
17725,6969012
17726,6969011
17727,6969010
17728,6969009
17729,6969008
17730,6969007
17731,6969006
17732,6969005
17733,6969004
17734,6969003
17735,6969002
17736,6969001
17737,6969000
17738,6968999
17739,6968998
17740,6968997
17741,6968996
17742,6968995
17743,6968994
17744,6968993
17745,6968992
17746,6968991
17747,6968990
17748,6968989
17749,6968988
17750,6968987
17751,6968986
17752,6968985
17753,6968984
17754,6968983
17755,6968982
17756,6968981
17757,6968980
17758,6968979
17759,6968978
17760,6968977
17761,6968976
17762,6968975
17763,6968974
17764,6968973
17765,6968972
17766,6968971
17767,6968970
17768,6968969
17769,6968968
17770,6968967
17771,6968966
17772,6968965
17773,6968964
17774,6968963
17775,6968962
17776,6968961
17777,6968960
17778,6968959
17779,6968958
17780,6968957
17781,6968956
17782,6968955
17783,6968954
17784,6968953
17785,6968952
17786,6968951
17787,6968950
17788,6968949
17789,6968948
17790,6968947
17791,6968946
17792,6968945
17793,6968944
17794,6968943
17795,6968942
17796,6968941
17797,6968940
17798,6968939
17799,6968938
17800,6968937
17801,6968936
17802,6968935
17803,6968934
17804,6968933
17805,6968932
17806,6968931
17807,6968930
17808,6968929
17809,6968928
17810,6968927
17811,6968926
17812,6968925
17813,6968924
17814,6968923
17815,6968922
17816,6968921
17817,6968920
17818,6968919
17819,6968918
17820,6968917
17821,6968916
17822,6968915
17823,6968914
17824,6968913
17825,6968912
17826,6968911
17827,6968910
17828,6968909
17829,6968908
17830,6968907
17831,6968906
17832,6968905
17833,6968904
17834,6968903
17835,6968902
17836,6968901
17837,6968900
17838,6968899
17839,6968898
17840,6968897
17841,6968896
17842,6968895
17843,6968894
17844,6968893
17845,6968892
17846,6968891
17847,6968890
17848,6968889
17849,6968888
17850,6968887
17851,6968886
17852,6968885
17853,6968884
17854,6968883
17855,6968882
17856,6968881
17857,6968880
17858,6968879
17859,6968878
17860,6968877
17861,6968876
17862,6968875
17863,6968874
17864,6968873
17865,6968872
17866,6968871
17867,6968870
17868,6968869
17869,6968868
17870,6968867
17871,6968866
17872,6968865
17873,6968864
17874,6968863
17875,6968862
17876,6968861
17877,6968860
17878,6968859
17879,6968858
17880,6968857
17881,6968856
17882,6968855
17883,6968854
17884,6968853
17885,6968852
17886,6968851
17887,6968850
17888,6968849
17889,6968848
17890,6968847
17891,6968846
17892,6968845
17893,6968844
17894,6968843
17895,6968842
17896,6968841
17897,6968840
17898,6968839
17899,6968838
17900,6968837
17901,6968836
17902,6968835
17903,6968834
17904,6968833
17905,6968832
17906,6968831
17907,6968830
17908,6968829
17909,6968828
17910,6968827
17911,6968826
17912,6968825
17913,6968824
17914,6968823
17915,6968822
17916,6968821
17917,6968820
17918,6968819
17919,6968818
17920,6968817
17921,6968816
17922,6968815
17923,6968814
17924,6968813
17925,6968812
17926,6968811
17927,6968810
17928,6968809
17929,6968808
17930,6968807
17931,6968806
17932,6968805
17933,6968804
17934,6968803
17935,6968802
17936,6968801
17937,6968800
17938,6968799
17939,6968798
17940,6968797
17941,6968796
17942,6968795
17943,6968794
17944,6968793
17945,6968792
17946,6968791
17947,6968790
17948,6968789
17949,6968788
17950,6968787
17951,6968786
17952,6968785
17953,6968784
17954,6968783
17955,6968782
17956,6968781
17957,6968780
17958,6968779
17959,6968778
17960,6968777
17961,6968776
17962,6968775
17963,6968774
17964,6968773
17965,6968772
17966,6968771
17967,6968770
17968,6968769
17969,6968768
17970,6968767
17971,6968766
17972,6968765
17973,6968764
17974,6968763
17975,6968762
17976,6968761
17977,6968760
17978,6968759
17979,6968758
